ID;q_mean;runoff_ratio;stream_elas;slope_fdc;baseflow_index_ladson;baseflow_index_lfstat;hfd_mean;Q5;Q95;high_q_freq;high_q_dur;low_q_freq;low_q_dur;zero_q_freq
798;3.658;0.724;1.226;1.635;0.714;0.644;243.722;0.963;8.752;0.222;1.6;7.5;1.617;0
799;1.981;0.432;0.971;2.112;0.706;0.748;239.345;0.48;5.204;0.759;1.375;5.897;6.107;0
800;5.929;1.259;2.051;4.116;0.585;0.553;263.714;0.503;19.285;8.856;1.476;101.419;71;0
801;3.397;0.871;1.101;3.459;0.714;0.8;259.361;0.633;10.248;0.75;2.455;25.25;19.34;0
802;2.532;0.637;1.389;3.023;0.722;0.806;257.889;0.533;7.449;0.25;2.25;13.556;12.842;0
803;2.437;0.619;1.404;2.319;0.764;0.829;251.25;0.778;6.277;0;0;0;0;0
804;0.264;0.068;3.521;1.225;0.413;0.386;240.333;0.046;1.163;25.694;4.818;53.083;10.219;0
805;2.067;0.52;1.714;2.147;0.628;0.458;242.639;0.46;5.448;0.472;1.308;9.556;1.72;0
806;3.029;0.692;1.238;1.546;0.725;0.631;239.429;0.896;6.919;0.107;1;2.679;1.339;0
807;2.479;0.606;1.515;2.275;0.726;0.793;240.556;0.67;6.594;0.111;1;1.139;2.562;0
808;3.337;0.738;1.668;2.389;0.721;0.741;242.056;0.893;8.927;0.528;2.111;2.972;3.963;0
809;3.656;0.691;1.156;1.236;0.819;0.804;226.333;1.837;6.759;0.028;1;0;0;0
810;3.71;0.673;1.497;1.162;0.765;0.755;210.889;1.745;7.46;0.167;1;0;0;0
811;5.922;1.265;1.214;1.201;0.756;0.734;202.639;2.574;11.445;0.139;1.25;0;0;0
812;3.121;0.82;1.407;3.495;0.674;0.695;261.778;0.579;9.746;2.972;2.816;26.389;7.364;0
813;3.788;1.097;0.682;5.995;0.64;0.673;273;0.231;12.513;9.445;2.482;140.844;72.429;0
814;3.793;1.043;0.719;6.219;0.615;0.67;288.083;0.102;14.237;41.694;5.58;154.639;99.411;0
815;2.496;0.74;1.304;2.616;0.714;0.791;257;0.67;7.769;0.667;1.412;0.444;4;0
816;2.745;0.757;1.145;4.021;0.708;0.761;265.417;0.513;8.212;0.417;1.364;31.333;4.7;0
817;0.302;0.099;0.058;2.215;0.863;0.938;252.583;0.146;0.584;0.722;1.13;0;0;0
818;1.575;0.502;1.542;1.65;0.747;0.826;237.861;0.502;4.369;0.361;2.6;0;0;0
819;2.443;0.721;1.182;3.079;0.66;0.668;254.028;0.499;7.936;3.611;1.806;15.639;17.061;0
820;1.065;0.305;1.502;3.193;0.64;0.657;264.194;0.217;3.983;15;4.186;14.639;13.513;0
821;2.365;0.687;1.543;1.866;0.657;0.488;250.944;0.362;6.15;0.056;1;34.222;1.884;0
822;1.583;0.565;1.732;1.896;0.677;0.702;185.111;0.426;4.276;1.056;1.9;6.028;10.85;0
823;1.386;0.493;0.778;1.527;0.729;0.776;196.389;0.454;3.385;0.5;2.25;0.111;1;0
824;1.472;0.525;1.328;1.772;0.7;0.74;188.083;0.436;3.865;0.694;2.273;0.722;3.25;0
825;1.29;0.504;1.528;1.752;0.681;0.695;193.167;0.373;3.441;1.222;1.913;3.694;4.433;0
826;0.789;0.365;1.412;2.326;0.591;0.578;164.722;0.126;2.379;5.694;2.971;38.222;7.56;0
827;0.893;0.379;1.437;1.854;0.68;0.7;180.139;0.236;2.36;1.889;2.345;4.528;5.621;0
828;0.367;0.18;1.903;1.668;0.637;0.61;178.611;0.099;1.017;4.167;2.308;1.083;2.438;0
829;0.651;0.299;1.099;2.027;0.658;0.676;176.667;0.155;1.835;2.361;3.269;9.917;7.933;0
830;0.728;0.261;0.233;1.497;0.303;0.227;200.111;0.048;3.807;40.67;3.978;134.121;13.411;0
831;1.113;0.415;1.584;2.853;0.43;0.355;172.528;0.133;4.365;19.917;2.737;70.917;8.958;0
832;1.201;0.453;-2.064;3.339;0.398;0.289;176.5;0.12;4.838;16.998;2.429;111.885;7.362;0
833;1.07;0.405;0.967;2.768;0.453;0.384;174.5;0.135;4.033;15.611;2.476;61.111;8.627;0
834;1.249;0.462;1.876;2.893;0.456;0.399;184.556;0.121;4.329;10.722;2.298;76;10.059;0
835;1.005;0.389;1.508;2.735;0.477;0.414;178.667;0.133;3.562;11.167;2.337;54.889;9.234;0
836;0.898;0.363;1.534;2.734;0.496;0.434;178.5;0.122;3.025;8.778;2.241;52.056;8.518;0
837;0.394;0.199;1.936;2.365;0.493;0.436;176.889;0.064;1.413;17.917;4.778;31.861;8.961;0
838;0.176;0.088;2.18;1.525;0.425;0.42;186.111;0.026;0.738;24.333;7.361;76.75;11.909;0
839;0.349;0.17;2.292;3.948;0.429;0.382;165.042;0.011;1.281;19.792;4.567;123.792;11.837;0.008
840;0.599;0.275;1.402;2.192;0.622;0.594;176.889;0.124;1.735;2.806;2.806;15.778;6.529;0
841;0.575;0.242;1.881;2.506;0.502;0.455;174.429;0.103;1.955;13.714;2.977;30.286;6.73;0
842;0.476;0.218;1.792;2.635;0.416;0.353;164.167;0.037;1.533;14.917;2.951;61.917;14.96;0
843;0.523;0.226;1.212;2.45;0.491;0.437;170.556;0.06;1.693;10.917;2.519;55.806;6.46;0
844;0.577;0.266;1.376;2.214;0.623;0.59;176.861;0.111;1.662;2.639;3.065;20.222;5.163;0
845;0.371;0.16;1.384;2.284;0.316;0.274;174.25;0.025;1.654;58.694;8.096;229.556;39.731;0
846;0.561;0.244;0.767;2.982;0.442;0.384;164.556;0.059;2.048;19.556;2.933;80.028;16.095;0
847;0.427;0.193;0.73;2.671;0.504;0.459;171.333;0.051;1.497;12.056;2.696;66;8.165;0
848;0.533;0.248;1.495;2.224;0.629;0.608;176.944;0.103;1.515;2.944;3.655;20.028;5.15;0
849;0.475;0.22;1.041;2.185;0.632;0.612;171.056;0.09;1.42;3.222;2.9;22.165;5.182;0
850;0.246;0.118;2.315;3.001;0.499;0.49;178.667;0.023;0.984;39.528;6.776;132.694;13.887;0
851;0.43;0.21;1.347;2.339;0.596;0.563;165.972;0.06;1.305;6.5;3.205;37;6.974;0
852;0.456;0.232;0.075;2.964;0.639;0.627;164.6;0.059;1.596;11.202;5.091;57.808;9.966;0
853;0.416;0.203;2.15;2.17;0.587;0.543;169.806;0.073;1.283;7.028;3.163;25.056;5.434;0
854;0.328;0.168;2.783;2.47;0.552;0.482;168.694;0.033;1.01;8.806;3.522;57.306;7.874;0
855;0.362;0.176;2.534;1.111;0.634;0.564;180.885;0.126;1.181;4.538;4.917;0.269;3.5;0
856;0.345;0.173;2.382;1.192;0.655;0.616;184.889;0.114;1.105;4.222;4.606;0;0;0
857;0.262;0.136;2.66;1.356;0.665;0.65;179.028;0.087;0.849;4.806;5.242;0.056;2;0
858;0.184;0.1;2.906;3.665;0.523;0.452;168.028;0.01;0.63;13.278;5.032;97;11.487;0
859;0.151;0.083;1.448;3.043;0.555;0.518;184.222;0.014;0.564;15.167;5.688;66.333;12.373;0
860;0.918;0.395;1.111;2.178;0.596;0.57;173.083;0.165;2.814;4.972;2.237;24.389;7.317;0
861;0.77;0.329;1.637;2.1;0.604;0.583;170.694;0.153;2.358;5.5;2.605;19.306;6.205;0
862;0.678;0.291;1.2;1.158;0.71;0.68;177.361;0.286;1.892;2.556;3.286;0;0;0
863;0.439;0.209;1.18;2.27;0.601;0.58;164.861;0.069;1.387;6.778;3.588;33.889;7.531;0
864;0.456;0.212;1.241;1.555;0.681;0.676;171.583;0.148;1.312;4.222;3.455;0.111;2;0
865;0.388;0.183;1.979;1.658;0.681;0.633;168.621;0.123;1.062;2.966;4.095;2.621;4.75;0
866;0.407;0.179;0.784;1.386;0.653;0.653;181.611;0.095;1.186;1.972;3.55;13.278;7.134;0
867;0.313;0.142;1.084;1.157;0.77;0.764;183.972;0.132;0.689;1.111;3.636;0;0;0
868;0.399;0.195;2.543;1.27;0.531;0.488;180.167;0.052;1.512;17.139;4.976;41.583;16.451;0
869;0.313;0.149;0.812;1.437;0.697;0.683;180.139;0.111;0.798;2.472;2.871;0.639;1.917;0
870;0.318;0.157;0.787;1.482;0.712;0.692;173.972;0.109;0.801;2.278;3.565;0;0;0
871;0.524;0.233;1.347;1.905;0.664;0.645;169.417;0.135;1.421;2.722;3.062;5.806;4.976;0
872;0.266;0.119;1.744;2.972;0.459;0.47;182.944;0.022;1.217;38.889;6.667;127.944;21.032;0
873;0.461;0.214;2.925;2.025;0.64;0.618;170.056;0.107;1.296;3.972;3.25;10.778;5.243;0
874;0.373;0.177;1.775;1.812;0.696;0.701;179.778;0.103;1.156;2.111;5.429;4.056;4.562;0
875;0.481;0.222;1.783;3.355;0.567;0.528;168.25;0.078;1.506;11.611;4.222;35.278;8.699;0
876;0.423;0.205;2.07;2.735;0.546;0.512;165.778;0.032;1.362;11.139;2.864;59.056;8.785;0
877;0.428;0.204;1.91;2.856;0.585;0.564;168;0.083;1.358;9.111;3.77;19.944;6.527;0
878;0.332;0.168;1.692;2.526;0.598;0.584;169.917;0.059;1.051;8.111;3.696;30.333;7.69;0
879;0.201;0.11;0.464;2.28;0.602;0.568;167.278;0.02;0.634;7.472;3.843;48.139;11.109;0
880;0.316;0.159;1.915;1.819;0.686;0.705;174.472;0.086;0.935;3.417;3.968;3.639;7.278;0
881;0.242;0.124;1.885;1.597;0.698;0.675;170.483;0.074;0.692;1.966;4.385;0;0;0
882;0.213;0.113;1.656;1.525;0.552;0.511;189.75;0.041;0.617;10.917;3.047;29.694;21.816;0
