ID;NB;NSE;KGE;CORR;MSE;pBIAS;MSIM;MOBS;fewobs
835;732;0.7713;0.7656;0.8821;151.1909;9;16.4061;15.0536;0
864;733;0.5985;0.6003;0.7826;35.1428;0.9;8.2496;8.1721;0
880;734;0.608;0.6483;0.799;50.7883;20.2;11.8276;9.8413;0
45;735;0.6809;0.7516;0.8867;752.7007;19.2;71.2214;59.7346;0
62;736;0.9015;0.9152;0.9498;115.7798;1.7;32.4611;31.9322;0
84;737;0.4664;0.6935;0.7096;258.0462;0.5;30.4267;30.2814;0
122;738;0.8272;0.8703;0.9116;157.1915;3.7;53.0852;51.214;0
162;739;-0.3068;0.3616;0.7966;9.9641;59.2;7.1808;4.5104;0
211;740;0.7932;0.8155;0.8918;585.3635;-1.9;63.9113;65.1555;0
225;741;0.7858;0.8287;0.887;78.4727;1.8;27.5199;27.0217;0
254;742;0.8106;0.8523;0.901;652.8384;2.4;82.7279;80.8171;0
280;743;0.7438;0.7617;0.8679;200.8611;-6;34.7219;36.9217;0
333;744;;;;;;;;1
371;745;0.7034;0.8191;0.8421;1.7581;-0.8;7.7886;7.8547;0
413;746;0.5846;0.6928;0.776;18.9164;17.3;3.7609;3.2069;0
442;747;0.3961;0.4568;0.6483;9.4215;14.4;4.7494;4.1529;0
456;748;0.3604;0.4463;0.6306;112.2182;16.8;17.7376;15.1819;0
464;749;0.184;0.1709;0.4645;17.9318;20.2;4.6366;3.8583;0
482;750;0.775;0.8088;0.8816;150.7571;2.8;35.5974;34.6377;0
538;751;0.8908;0.8835;0.9472;225.7583;6.4;56.1875;52.7873;0
571;752;0.6987;0.7255;0.8398;369.5376;5.1;42.1612;40.1076;0
584;753;0.4667;0.5607;0.684;30.7435;1.8;13.6449;13.3977;0
620;754;0.8156;0.8615;0.9041;447.2234;3.7;58.646;56.5418;0
636;755;0.6076;0.7753;0.793;839.3087;4.2;74.1157;71.0976;0
657;756;0.8614;0.8769;0.9299;195.8259;5.2;42.0406;39.9798;0
669;757;0.8169;0.8504;0.9067;181.3037;5.9;40.5432;38.2725;0
685;758;0.4428;0.6601;0.7754;257.602;-17.7;39.6235;48.1353;0
689;759;0.5487;0.7359;0.7575;68.9761;3.5;24.1292;23.3088;0
723;760;0.7341;0.8186;0.8624;191.2846;6.8;37.364;34.9706;0
736;761;0.7576;0.7619;0.8893;35.6125;20.8;7.8711;6.5146;0
806;762;0.7299;0.7912;0.8612;1572.3059;7.4;120.9415;112.6306;0
836;763;0.7722;0.763;0.8843;164.4265;15.7;19.3028;16.6822;0
853;764;0.6615;0.6619;0.825;42.433;18;9.431;7.9956;0
865;765;0.536;0.5893;0.7618;35.4012;25.3;9.0612;7.2306;0
1;766;0.7542;0.7641;0.9118;3056.0464;20;186.1566;155.1821;0
46;767;0.7389;0.8497;0.8823;840.7379;8.1;84.6497;78.2982;0
87;768;0.6657;0.7779;0.8178;268.8887;0.3;45.4244;45.3111;0
129;769;0.8575;0.8841;0.9277;368.3521;3.2;89.2643;86.5101;0
227;770;0.7948;0.8493;0.8926;108.5861;3;34.1875;33.1858;0
263;771;0.7959;0.8219;0.8933;2580.8879;-2;161.3335;164.5642;0
364;772;-1.4943;-0.3151;0.7782;132.5829;129;18.7076;8.1675;0
414;773;0.5145;0.4627;0.7644;20.37;48;3.8709;2.6162;0
443;774;0.4144;0.393;0.667;17.6032;0.1;5.573;5.5686;0
484;775;0.7558;0.8064;0.8703;264.8818;2.8;45.9598;44.6898;0
540;776;0.8767;0.8738;0.9412;286.6428;7.8;61.7691;57.2988;0
598;777;0.4749;0.6044;0.7031;104.3187;6.7;29.6979;27.8344;0
637;778;0.6743;0.7965;0.8324;785.4411;6.9;86.4312;80.824;0
658;779;0.8657;0.8822;0.9323;245.5751;4.7;54.4354;51.9755;0
686;780;0.2852;0.6514;0.7285;256.7646;21.7;45.7809;37.6192;0
690;781;0.6329;0.7561;0.7984;85.4654;0.8;32.2976;32.0361;0
721;782;0.4439;0.7283;0.7649;338.2884;4.8;53.4461;51.0187;0
749;783;0.6665;0.301;0.9049;92.05;67.7;15.9319;9.4986;0
840;784;0.7649;0.7793;0.8812;727.9889;11.5;56.2337;50.436;0
855;785;0.2029;0.4447;0.7048;56.8662;46.6;10.8138;7.3755;0
870;786;0.5774;0.5817;0.779;92.3148;13.7;16.4973;14.5113;0
13;787;0.7936;0.813;0.918;5136.5991;15;268.5639;233.596;0
53;788;0.8294;0.8621;0.9308;1069.3911;11.6;126.5734;113.4073;0
135;789;0.83;0.8576;0.9119;1174.8805;2;140.2833;137.5797;0
228;790;0.8176;0.8337;0.9053;973.1262;-1.3;107.8194;109.2257;0
281;791;0.8044;0.8155;0.9003;3764.0669;-4.1;196.7467;205.0722;0
389;792;0.4963;0.6119;0.7279;67.797;20.4;11.1415;9.2559;0
422;793;0.5884;0.6806;0.8149;24.3154;-21.8;7.5138;9.6026;0
444;794;0.5227;0.5749;0.7438;35.1916;19.4;9.1399;7.6519;0
487;795;0.8037;0.8355;0.8975;322.1591;2.5;58.6925;57.2513;0
541;796;0.8805;0.8804;0.9396;322.7283;2.3;67.0323;65.5338;0
638;797;0.6941;0.7821;0.842;841.3485;7.5;89.1168;82.8975;0
678;798;0.6919;0.6971;0.8369;709.4024;-0.2;62.4238;62.5611;0
691;799;0.683;0.8234;0.834;116.4237;-1.3;48.0306;48.6778;0
722;800;0.5811;0.7516;0.7738;220.2838;3.4;19.8489;19.1966;0
744;801;0.7037;0.439;0.9161;111.5174;53.8;20.2264;13.1496;0
844;802;0.7348;0.7611;0.8657;907.5186;12.9;61.4823;54.4694;0
63;803;0.8615;0.8497;0.949;1791.646;13.9;169.396;148.7644;0
137;804;0.8396;0.8528;0.9183;1737.8351;2.9;178.615;173.6453;0
234;805;0.8258;0.8381;0.9109;1334.6926;-3;129.5552;133.5753;0
423;806;0.6653;0.8036;0.8214;20.6456;0;10.8272;10.8221;0
499;807;0.7784;0.8068;0.8836;1116.5122;2;111.748;109.5323;0
548;808;0.7915;0.8506;0.8969;1095.7208;7.6;113.703;105.6858;0
639;809;0.7399;0.8135;0.8604;1026.0742;0.5;115.3704;114.7822;0
679;810;0.6249;0.7115;0.7907;381.0361;-1.8;23.2366;23.6588;0
737;811;0.7858;0.7152;0.9169;157.2093;22.3;33.0632;27.0417;0
848;812;0.7025;0.7357;0.8486;1183.0521;14.2;66.9281;58.5828;0
856;813;0.4716;0.6118;0.7217;65.0602;22.1;11.3761;9.3179;0
64;814;0.796;0.7681;0.9462;2817.9351;21.7;193.1594;158.7372;0
149;815;0.8225;0.8292;0.9113;3628.4836;4.5;245.5855;235.0838;0
426;816;0.1047;0.4661;0.8323;25.9609;34.2;11.4646;8.5402;0
501;817;0.7797;0.8191;0.8856;1108.3832;3.9;122.8686;118.2907;0
558;818;0.8041;0.8651;0.8993;1302.3969;4.1;131.0781;125.8567;0
680;819;0.7319;0.8621;0.8698;1153.8468;4.3;167.9553;161.0116;0
738;820;0.8123;0.8346;0.915;199.896;12.1;47.6202;42.4839;0
849;821;0.8696;0.7365;0.9581;747.6926;21.9;82.7845;67.8863;0
857;822;0.3937;0.4247;0.7498;85.4183;48.2;14.8037;9.9864;0
66;823;0.7894;0.7514;0.9511;3223.3467;23.9;208.7157;168.4545;0
503;824;0.8051;0.8417;0.8992;986.0286;3.4;122.3638;118.2858;0
602;825;;;;;;;;1
610;826;0.8451;0.8732;0.9271;913.3049;7.2;137.2944;128.0945;0
681;827;0.7693;0.8843;0.8871;1028.0066;2.5;178.4964;174.1828;0
728;828;0.8291;0.8212;0.9141;3939.24;2.5;260.0069;253.7076;0
881;829;0.475;0.4767;0.8138;577.8657;45.4;45.9499;31.5934;0
77;830;0.7741;0.7506;0.9519;5019.0942;24.3;270.8799;217.862;0
393;831;0.7295;0.6452;0.9082;418.8889;28.3;52.0452;40.5794;0
504;832;0.7754;0.833;0.8815;1104.3699;2.3;126.8911;124.0375;0
611;833;0.8454;0.8605;0.9244;1395.9943;5.1;177.2535;168.5994;0
88;834;0.8105;0.7977;0.9505;5875.8506;19.6;322.3437;269.4868;0
394;835;0.6947;0.7116;0.8751;2739.8577;24.9;124.4345;99.6344;0
521;836;0.7445;0.7982;0.8666;2010.5377;4.7;159.4607;152.3687;0
612;837;0.851;0.8884;0.9334;1997.8623;8;217.806;201.5961;0
96;838;0.8193;0.8112;0.9498;6438.8252;18.1;352.9215;298.878;0
397;839;0.6654;0.7082;0.8511;3108.9749;22.3;126.8298;103.6811;0
613;840;0.8462;0.8776;0.9236;4252.6709;4.2;337.7982;324.0965;0
614;841;0.8421;0.8711;0.9219;4647.3413;4.4;357.4541;342.4725;0
710;842;0.7678;0.7753;0.948;8049.7388;21.8;370.9197;304.4092;0
615;843;0.8647;0.8765;0.9347;7701.3965;4.7;479.2487;457.6357;0
711;844;0.7826;0.7918;0.9468;7872.1953;20;382.4433;318.5707;0
616;845;0.8626;0.8926;0.9404;8297.9473;7.7;504.6665;468.5624;0
712;846;0.7766;0.7978;0.9464;8832.8281;19.3;423.3411;354.9283;0
617;847;0.8626;0.8922;0.9391;12732.0479;6.6;687.7322;645.4222;0
713;848;0.8097;0.8334;0.9436;7848.541;15.2;435.8864;378.2981;0
173;849;0.8303;0.8628;0.9439;21436.9922;12.1;808.9933;721.827;0
714;850;0.838;0.8709;0.9381;21344.4512;10;815.8353;741.4045;0
187;851;0.8034;0.861;0.9425;65391.4023;12;1562.6366;1394.8887;0
314;852;0.8653;0.8897;0.9475;88403.2188;7.9;2002.3794;1856.611;0
323;853;0.8665;0.8874;0.9469;90113.1406;7.6;2013.9218;1871.564;0
351;854;0.8411;0.8723;0.9447;114272.3125;9.7;2168.5908;1976.3986;0
372;855;0.8157;0.8486;0.9403;138891.8281;11.4;2205.2087;1978.8073;0
373;856;0.8537;0.8721;0.9466;104260.1875;9;2086.1819;1913.0541;0
375;857;0.2777;0.2232;0.604;2.7166;15.7;2.1583;1.8656;0
376;858;0.3053;0.2937;0.6996;1.7385;31.9;2.265;1.7171;0
399;859;0.8931;0.8876;0.9682;82896.5312;7.8;2503.8711;2322.3477;0
